[3/20/2019 1:01:43 AM][AGENT] IP:{190.72.39.231} User:{janzeel} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[6/7/2019 12:56:52 AM][AGENT] IP:{190.79.159.197} User:{jeffdead} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/7/2019 3:51:33 PM][AGENT] IP:{190.73.48.216} User:{jeffdead} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/7/2019 6:24:00 PM][AGENT] IP:{190.130.204.94} User:{anndriy999} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/7/2019 7:04:51 PM][AGENT] IP:{190.130.204.94} User:{kirito} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/8/2019 12:57:02 AM][AGENT] IP:{190.130.204.94} User:{kirito} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/8/2019 7:30:53 AM][AGENT] IP:{186.185.119.126} User:{zzedinzz} Opcode:{0x730C} Bytes:{79} Packet_c{1}
[6/8/2019 7:45:08 AM][AGENT] IP:{186.185.119.126} User:{zzedinzz} Opcode:{0x730C} Bytes:{35} Packet_c{1}
[6/8/2019 8:51:36 AM][AGENT] IP:{186.185.119.126} User:{zzedinzz} Opcode:{0x730C} Bytes:{35} Packet_c{1}
[6/8/2019 2:51:27 PM][AGENT] IP:{190.73.48.216} User:{jeffdead} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/10/2019 4:11:32 PM][AGENT] IP:{190.130.204.94} User:{kirito} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/11/2019 4:53:41 AM][AGENT] IP:{190.233.166.165} User:{adriano} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[6/11/2019 4:53:44 AM][AGENT] IP:{190.233.166.165} User:{adriano} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[6/11/2019 4:53:52 AM][AGENT] IP:{190.233.166.165} User:{adriano} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[6/11/2019 5:23:48 AM][AGENT] IP:{190.130.204.94} User:{kirito} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/12/2019 1:38:30 AM][AGENT] IP:{190.73.48.216} User:{jeffdead} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/12/2019 2:06:46 AM][AGENT] IP:{186.185.81.13} User:{zzedinzz} Opcode:{0x730C} Bytes:{15} Packet_c{1}
[6/12/2019 5:58:11 AM][AGENT] IP:{201.243.163.138} User:{awersome1} Opcode:{0x7031} Bytes:{9} Packet_c{1}
[6/12/2019 1:55:50 PM][AGENT] IP:{190.200.148.50} User:{hanny1995} Opcode:{0x711A} Bytes:{2} Packet_c{2}
[6/12/2019 1:56:04 PM][AGENT] IP:{190.200.148.50} User:{hanny1995} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[6/12/2019 8:35:36 PM][AGENT] IP:{168.194.110.235} User:{mister2019} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[6/12/2019 8:35:38 PM][AGENT] IP:{168.194.110.235} User:{mister2019} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[6/12/2019 8:35:43 PM][AGENT] IP:{168.194.110.235} User:{mister2019} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[6/12/2019 8:35:56 PM][AGENT] IP:{168.194.110.235} User:{mister2019} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[6/12/2019 10:31:53 PM][AGENT] IP:{190.73.48.216} User:{jeffdead} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/13/2019 3:51:50 AM][AGENT] IP:{190.73.48.216} User:{jeffdead} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/13/2019 4:59:44 AM][AGENT] IP:{190.130.204.94} User:{anndriy99} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/13/2019 5:36:35 AM][AGENT] IP:{190.130.204.94} User:{kirito} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/13/2019 5:28:03 PM][AGENT] IP:{186.167.249.249} User:{inetworks} Opcode:{0x7110} Bytes:{23} Packet_c{1}
[6/13/2019 5:28:38 PM][AGENT] IP:{186.167.249.249} User:{inetworks} Opcode:{0x7110} Bytes:{23} Packet_c{1}
[6/13/2019 7:43:07 PM][AGENT] IP:{186.167.249.47} User:{inetworks} Opcode:{0x7110} Bytes:{23} Packet_c{1}
[6/13/2019 9:24:53 PM][AGENT] IP:{190.130.204.94} User:{kirito} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/13/2019 10:52:38 PM][AGENT] IP:{186.167.245.223} User:{inetworks} Opcode:{0x7110} Bytes:{23} Packet_c{1}
[6/14/2019 5:17:02 PM][AGENT] IP:{190.130.204.94} User:{kirito} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/15/2019 12:38:24 AM][AGENT] IP:{168.194.110.235} User:{mister2019} Opcode:{0x7110} Bytes:{18} Packet_c{1}
[6/15/2019 12:39:02 AM][AGENT] IP:{168.194.110.235} User:{mister2019} Opcode:{0x7110} Bytes:{20} Packet_c{1}
[6/16/2019 3:48:27 AM][AGENT] IP:{190.73.48.216} User:{jeffdead} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/16/2019 9:06:24 AM][AGENT] IP:{190.76.127.76} User:{delvis1} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/16/2019 10:42:47 PM][AGENT] IP:{186.185.82.245} User:{zzedinzz} Opcode:{0x730C} Bytes:{106} Packet_c{1}
[6/16/2019 10:43:23 PM][AGENT] IP:{186.185.82.245} User:{zzedinzz} Opcode:{0x730C} Bytes:{87} Packet_c{1}
[6/17/2019 12:35:41 AM][AGENT] IP:{190.199.201.32} User:{jaam97} Opcode:{0x7031} Bytes:{9} Packet_c{1}
[6/17/2019 12:35:42 AM][AGENT] IP:{201.209.142.139} User:{anfame12} Opcode:{0x7031} Bytes:{9} Packet_c{1}
[6/17/2019 2:15:20 AM][AGENT] IP:{186.185.82.245} User:{zzedinzz} Opcode:{0x730C} Bytes:{93} Packet_c{1}
[6/17/2019 4:46:00 AM][AGENT] IP:{190.73.48.216} User:{jeffdead} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/17/2019 9:10:20 PM][AGENT] IP:{200.84.3.174} User:{hanny1995} Opcode:{0x7031} Bytes:{9} Packet_c{1}
[6/18/2019 9:35:43 AM][AGENT] IP:{200.84.110.144} User:{manuel18} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[6/20/2019 9:08:33 PM][AGENT] IP:{190.200.156.226} User:{hanny1995} Opcode:{0x7031} Bytes:{9} Packet_c{1}
[6/21/2019 12:59:57 PM][AGENT] IP:{200.84.183.177} User:{hanny1995} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[6/22/2019 2:46:57 AM][AGENT] IP:{190.73.48.216} User:{jeffdead} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/24/2019 12:10:41 AM][AGENT] IP:{186.92.99.60} User:{xavier1} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[6/24/2019 12:10:49 AM][AGENT] IP:{186.92.99.60} User:{xavier1} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[6/24/2019 12:11:05 AM][AGENT] IP:{186.92.99.60} User:{xavier1} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[6/24/2019 12:11:09 AM][AGENT] IP:{186.92.99.60} User:{xavier1} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[6/24/2019 12:11:10 AM][AGENT] IP:{186.92.99.60} User:{xavier1} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[6/24/2019 4:44:33 AM][AGENT] IP:{190.73.48.216} User:{jeffdead} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/25/2019 2:07:38 AM][AGENT] IP:{186.185.123.138} User:{zzedinzz} Opcode:{0x716A} Bytes:{4} Packet_c{1}
[6/25/2019 2:07:40 AM][AGENT] IP:{186.185.123.138} User:{zzedinzz} Opcode:{0x716A} Bytes:{4} Packet_c{1}
[6/25/2019 2:07:42 AM][AGENT] IP:{186.185.123.138} User:{zzedinzz} Opcode:{0x716A} Bytes:{4} Packet_c{1}
[6/25/2019 5:10:10 PM][AGENT] IP:{191.99.227.101} User:{anndriy999} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/26/2019 5:00:16 AM][AGENT] IP:{191.99.227.101} User:{anndriy99} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/26/2019 6:42:40 PM][AGENT] IP:{191.99.227.101} User:{kirito} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/27/2019 2:34:23 AM][AGENT] IP:{191.99.227.101} User:{asuna} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/28/2019 11:23:13 AM][AGENT] IP:{191.99.227.101} User:{asuna} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[6/30/2019 10:30:32 PM][AGENT] IP:{186.167.250.49} User:{inetworks} Opcode:{0x7110} Bytes:{23} Packet_c{1}
[7/1/2019 12:32:34 AM][AGENT] IP:{186.91.216.46} User:{daniel120} Opcode:{0x7031} Bytes:{9} Packet_c{1}
[7/1/2019 12:32:40 AM][AGENT] IP:{190.204.253.102} User:{jaam97} Opcode:{0x7031} Bytes:{9} Packet_c{1}
[7/1/2019 12:34:21 AM][AGENT] IP:{186.91.216.46} User:{manuel18} Opcode:{0x7031} Bytes:{9} Packet_c{1}
[7/1/2019 1:29:53 AM][AGENT] IP:{186.185.88.172} User:{zzedinzz} Opcode:{0x7110} Bytes:{20} Packet_c{1}
[7/1/2019 1:45:48 AM][AGENT] IP:{186.185.88.172} User:{zzedinzz} Opcode:{0x7110} Bytes:{20} Packet_c{1}
[7/1/2019 1:53:47 AM][AGENT] IP:{186.91.216.46} User:{manuel18} Opcode:{0x7031} Bytes:{9} Packet_c{1}
[7/1/2019 1:53:58 AM][AGENT] IP:{186.91.216.46} User:{daniel120} Opcode:{0x7031} Bytes:{9} Packet_c{1}
[7/1/2019 1:55:18 AM][AGENT] IP:{190.204.253.102} User:{jaam97} Opcode:{0x7031} Bytes:{9} Packet_c{1}
[7/1/2019 2:04:15 AM][AGENT] IP:{186.185.88.172} User:{zzedinzz} Opcode:{0x7110} Bytes:{19} Packet_c{1}
[7/1/2019 2:15:04 AM][AGENT] IP:{186.185.88.172} User:{zzedinzz} Opcode:{0x7112} Bytes:{4} Packet_c{2}
[7/1/2019 3:01:49 AM][AGENT] IP:{200.35.94.125} User:{xavier1} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[7/1/2019 3:01:51 AM][AGENT] IP:{200.35.94.125} User:{xavier1} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[7/1/2019 3:01:52 AM][AGENT] IP:{200.35.94.125} User:{xavier1} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[7/1/2019 3:01:52 AM][AGENT] IP:{200.35.94.125} User:{xavier1} Opcode:{0x711A} Bytes:{2} Packet_c{2}
[7/1/2019 4:32:55 PM][AGENT] IP:{186.91.216.46} User:{daniel120} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[7/1/2019 4:33:07 PM][AGENT] IP:{186.91.216.46} User:{manuel18} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[7/1/2019 7:16:56 PM][AGENT] IP:{186.91.216.46} User:{daniel120} Opcode:{0x7031} Bytes:{9} Packet_c{1}
[7/2/2019 3:03:55 AM][AGENT] IP:{191.99.227.101} User:{kirito} Opcode:{0x751D} Bytes:{4} Packet_c{1}
[7/5/2019 3:48:43 PM][AGENT] IP:{201.248.153.61} User:{hanny1995} Opcode:{0x711A} Bytes:{2} Packet_c{2}
[7/5/2019 8:59:20 PM][AGENT] IP:{201.248.153.61} User:{hanny1995} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[7/5/2019 11:12:53 PM][AGENT] IP:{201.248.153.61} User:{hanny1995} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[7/5/2019 11:13:03 PM][AGENT] IP:{201.248.153.61} User:{hanny1995} Opcode:{0x711A} Bytes:{2} Packet_c{2}
[7/6/2019 6:06:31 PM][AGENT] IP:{201.248.205.211} User:{hanny1995} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[7/6/2019 6:06:51 PM][AGENT] IP:{201.248.205.211} User:{hanny1995} Opcode:{0x711A} Bytes:{2} Packet_c{1}
[07/02/2020 2:24:16][AGENT] IP:{192.168.0.54} User:{exodiabot} Opcode:{0xB516} Bytes:{4} Packet_c{1}
[07/02/2020 2:30:14][AGENT] IP:{192.168.0.54} User:{exodiabot} Opcode:{0xB516} Bytes:{4} Packet_c{1}
[09/02/2020 20:46:49][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[09/02/2020 20:49:23][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[09/02/2020 20:50:06][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[09/02/2020 21:07:00][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[09/02/2020 21:09:32][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[09/02/2020 21:27:38][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[09/02/2020 21:57:28][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[09/02/2020 22:22:05][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[09/02/2020 22:25:29][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[09/02/2020 23:05:03][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[10/02/2020 0:13:53][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[10/02/2020 0:45:50][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[10/02/2020 0:54:44][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[10/02/2020 1:32:25][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[10/02/2020 1:58:34][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[10/02/2020 2:00:28][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[10/02/2020 2:06:39][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[10/02/2020 2:08:44][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[10/02/2020 2:31:48][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[10/02/2020 2:41:16][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[10/02/2020 2:59:58][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[10/02/2020 3:35:30][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[10/02/2020 3:53:57][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[10/02/2020 4:01:24][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[10/02/2020 4:13:49][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 0:56:27][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 1:10:11][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 1:22:06][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{2}
[11/02/2020 1:35:37][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 1:38:34][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 1:56:00][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 21:58:25][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 22:08:23][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 22:21:14][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 22:26:06][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{3}
[11/02/2020 22:58:21][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 23:07:08][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 23:17:46][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 23:22:01][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 23:24:30][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 23:44:30][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 23:46:39][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 23:53:08][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 23:56:24][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[11/02/2020 23:58:15][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 0:00:10][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 0:02:28][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 0:14:40][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 0:15:40][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 0:17:38][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 0:35:48][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 0:46:44][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 0:47:43][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 0:49:59][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 0:58:20][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:03:09][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:03:39][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:05:12][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:06:52][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:15:32][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:18:30][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:21:39][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{3}
[12/02/2020 1:22:59][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:25:01][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:28:42][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:35:27][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:38:12][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:40:07][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:42:20][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:43:36][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:53:39][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:53:56][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 1:58:59][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 2:02:10][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 2:06:30][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 2:12:43][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 2:27:52][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 2:29:33][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 2:31:54][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 2:34:54][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 2:37:00][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 2:39:49][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 2:42:52][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 2:47:16][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 2:50:48][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 2:53:10][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 2:55:22][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 2:57:01][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 3:03:01][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 3:15:05][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 3:16:36][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 3:18:08][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 3:20:09][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 3:21:49][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[12/02/2020 3:30:44][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 0:11:31][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 0:19:12][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 0:27:18][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 0:34:47][AGENT] IP:{192.168.0.54} User:{14} Opcode:{0x7450} Bytes:{19} Packet_c{1}
[13/02/2020 0:35:42][AGENT] IP:{192.168.0.54} User:{14} Opcode:{0x7450} Bytes:{24} Packet_c{1}
[13/02/2020 1:13:09][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 1:15:34][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 1:31:03][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 1:32:39][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 1:34:12][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 1:44:16][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 1:47:02][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 1:48:38][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 1:52:51][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 1:59:18][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 2:08:04][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 2:15:09][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 2:17:21][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 2:23:50][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 2:26:13][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 2:30:35][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
[13/02/2020 2:34:42][GATEWAY] IP:{192.168.0.54} User:{} Opcode:{0x8001} Bytes:{31} Packet_c{1}
